ORCID,DOI,issn,LICENSE_URL,standard_url,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
0000-0003-1476-2965,10.1080/1369106042000277688,1369-1066,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6303,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1080/08985620410001677835,0898-5626,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5219,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1080/13691060116688,1369-1066,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6303,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1080/136910601300050339,1464-5343,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6303,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1080/13691060110045661,1369-1066,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6303,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1080/146324400363527,1463-2446,No URL retrieved,,None,None,None,None
0000-0001-7289-2675,10.1016/j.ijbiomac.2025.141450,0141-8130,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/12553,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0001-7289-2675,10.1139/cjb-2024-0080,1916-2790,https://creativecommons.org/licenses/by/4.0/deed.en_GB,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/10124,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0000-0002-6603-310X,10.1177/07439156241286499,0743-9156,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/42331,None,None,None
0000-0002-6603-310X,10.1111/jpim.12795,0737-6782,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/15932,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0002-6603-310X,10.1177/02734753241266170,0273-4753,https://creativecommons.org/licenses/by-nc/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/9313,None,None,None
0000-0002-6603-310X,10.1109/TEM.2025.3534088,0018-9391,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,ieeexplore.ieee.org,https://v2.sherpa.ac.uk/id/publication/3449,"11087:fee_no:Must be replaced with accepted version When submitted, set statement to accompany deposit (see policy) When accepted for publication, must either replace the submitted work with a full citation OR the accepted version with a DOI When accepted for publication, must be removed if not on the permitted locations for accepted article IEEE must be informed as to the electronic address of the pre-print Publisher copyright and source must be acknowledged;","11089:fee_no:When accepted for publication, set statement to accompany deposit (see policy) Must link to publisher version with DOI Publisher copyright and source must be acknowledged;11092:fee_no:Submissions should include the following text in the funding acknowledgement section of the manuscript and any cover note accompanying the submission: ""For the purpose of open access, the author(s) has applied a Creative Commons Attribution (CC BY) license to any Accepted Manuscript version arising.""' Publisher source must be acknowledged with citation;11093:fee_no:Publisher source must be acknowledged with citation;",None
0000-0002-6603-310X,10.1016/j.msj.2025.100005,2950-3086,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,None,None,None,None
0000-0002-6603-310X,10.1177/1094670519878881,1094-6705,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9338,None,None,None
0000-0002-6000-9029,10.1177/00380261251335443,0038-0261,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/16023,None,None,None
0000-0002-6783-1875,10.1002/jad.12431,0140-1971,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/13752,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-2868-1584,10.1016/j.nanoen.2025.110745,2211-2855,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/20490,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0003-2868-1584,10.1039/D4SE01671H,2398-4902,http://creativecommons.org/licenses/by-nc/3.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/33504,None,374:fee_no:no conditions;,None
0000-0002-7095-5772,10.1002/sce.21901,0036-8326,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/15241,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-4614-6027,10.1080/02614367.2025.2522419,0261-4367,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/25738,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-4614-6027,10.1386/drtp_00157_1,2057-0384,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/30658,5403:fee_no:Published source must be acknowledged Must link to publisher version with DOI when available Set statement to accompany deposit (see policy);,8349:fee_no:Must link to published article Set statement to accompany deposit (see policy) Published source should be acknowledged with citation;,None
0000-0002-3174-8121,10.1139/cjes-2024-0130,0008-4077,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,www.nrcresearchpress.com,https://v2.sherpa.ac.uk/id/publication/10128,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0000-0002-2859-3448,10.5250/symploke.22.1-2.0149,1069-0697,No URL retrieved,,None,None,None,None
0000-0001-6203-5338,10.1016/j.gee.2023.04.001,2468-0257,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,None,None,None,None
0000-0001-6203-5338,10.1021/acsami.3c17346,1944-8244,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7761,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1021/acs.jpcc.2c07642,1932-7447,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7799,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1063/5.0130727,0003-6951,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/9864,None,824:fee_no:Publisher copyright and source must be acknowledged with set statement (see policy) Must link to published version;,825:fee_no:Must link to published version Publisher copyright and source must be acknowledged with set statement (see policy);
0000-0001-6203-5338,10.1007/s12274-022-4906-1,1998-0124,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/16476,None,None,None
0000-0001-6203-5338,10.1021/acs.chemmater.3c02142,0897-4756,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7771,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1364/OE.481432,1094-4087,https://doi.org/10.1364/OA_License_v2#VOR-OA,doi.org,https://v2.sherpa.ac.uk/id/publication/13361,None,None,5706:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Copyright must be acknowledged;
0000-0001-6203-5338,10.1021/acsnano.3c03989,1936-0851,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7765,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1021/acs.jpclett.2c01073,1948-7185,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7800,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1021/acsmaterialslett.2c00233,2639-4979,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/38956,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1007/s12274-022-4447-7,1998-0124,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/16476,None,None,None
0000-0001-6203-5338,10.1002/adom.202101640,2195-1071,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/27220,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0001-6203-5338,10.1021/acs.jpclett.1c03745,1948-7185,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7800,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1016/j.matt.2021.07.018,2590-2385,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/38269,None,None,11341:fee_yes:Published source must be acknowledged with citation;
0000-0001-6203-5338,10.1021/acsami.1c03881,1944-8244,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7761,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1002/adfm.202006864,1616-301X,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/228,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0001-6203-5338,10.1021/acsnano.0c10373,1936-0851,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7765,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1364/OE.434341,1094-4087,https://doi.org/10.1364/OA_License_v1#VOR-OA,doi.org,https://v2.sherpa.ac.uk/id/publication/13361,None,None,5706:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Copyright must be acknowledged;
0000-0001-6203-5338,10.1021/acs.jpclett.1c01946,1948-7185,https://doi.org/10.15223/policy-029,doi.org,https://v2.sherpa.ac.uk/id/publication/7800,None,None,710:fee_yes:no conditions;
0000-0001-6203-5338,10.1038/s41467-021-21946-2,2041-1723,https://creativecommons.org/licenses/by/4.0,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/24265,None,None,None
